西元前年,年份數字,紀年標題,同年序號,資料類型,國家,人物,事件詞,原文內容
前313,313,周赧王二年（西元前三一三年）,51,考案,秦、齊、楚、燕、韓、魏、衛、宋,張儀,攻、圍、救,案：煮棗在今山東東明縣南。蓋齊、宋合軍圍煮棗，與楚圍雍氏同時。秦使樗裡疾率軍入三川，先與韓解雍氏之圍，並與韓協助秦將魏章大敗楚將屈匄於丹陽，然後疾又以秦與韓、魏三國之兵東進，即所謂“張儀救魏”，“張儀東兵”，從而解煮棗之圍，大敗齊師於濮上，又助魏攻燕，又與魏攻衛。
前313,313,周赧王二年（西元前三一三年）,52,史料,秦、齊、楚、燕、韓、魏、周、鄭,秦惠王,攻、圍、取,[秦惠文王]更元十三年庶長章擊楚於丹陽，虜其將屈匄，斬首八萬；又攻取漢中，取地六百里，置漢中郡。楚圍雍氏，秦使庶長疾助韓而東攻齊到濮。助魏攻燕。（《秦本紀》，“濮”原誤作“滿”，據《六國表》、《齊策六》改正。《六國表》作“庶長章擊楚，斬首八萬”）[南鄭]縣，故褒之附庸也……至六國時，楚人兼之。懷王衰弱，秦略取焉，周赧王二年（當作三年），秦惠王置漢中郡……即漢中郡治也。（《水經·沔水注》）
前313,313,周赧王二年（西元前三一三年）,53,考案,秦、齊、韓、魏、宋,,伐、攻,案：《秦本紀》原作“東攻齊到滿”，《正義》雲：“滿或作蒲，秦將姓名也。”據《六國表·魏表》，是年“擊齊，虜聲子於濮”，《齊策六》第七章“濮上之事，贅子死，章子走”，可知“滿”“蒲”皆“濮”字之形誤。據《六國表》，是年魏擊齊至濮，《齊策六》記濮上之事，盼子謂齊王曰：“不如易餘糧于宋，宋王必說，梁氏不敢過宋伐齊”。可見伐齊到濮者為魏而非韓。《秦本紀》“秦使庶長疾助韓而東攻齊”，“助韓”當是“助魏”之誤。
前313,313,周赧王二年（西元前三一三年）,54,史料,秦、楚、魏,秦惠王,攻、取,[秦惠王二十六年樗裡子]助魏章攻楚，敗楚將屈丐，取漢中地。秦封樗裡子，號為嚴君。（《樗裡子列傳》）
前313,313,周赧王二年（西元前三一三年）,55,考案,秦、齊、楚、韓、魏,,圍,案：魏章是時為庶長，《秦本紀》稱為庶長章。樗裡子是時亦為庶長，《秦本紀》稱為庶長疾。魏章為秦擊楚于丹陽之主將。樗裡疾為秦入三川助韓、魏反擊楚、齊之主將，先解韓雍氏之圍，又合韓軍助魏章大勝楚師於丹陽，繼而又解魏煮棗之圍，合魏軍大勝齊師於濮上。
前313,313,周赧王二年（西元前三一三年）,56,史料,秦、魏、蔡,張儀、秦惠王,,甘茂者，下蔡人也，事下蔡史舉先生，學百家之術。因張儀、樗裡子而求見秦惠王，王見而說之，使將，而佐魏章略定漢中地。（《甘茂列傳》）
前313,313,周赧王二年（西元前三一三年）,57,考案,秦、魏、鄭,,攻、取,案：甘茂當為秦由南鄭東進漢中之主將。當魏章乘大勝於丹陽之餘威，南下攻取漢中時，甘茂與之配合略定漢中地。
前313,313,周赧王二年（西元前三一三年）,58,史料,楚、魏、鄭、蔡,,伐、取,魏章率師及鄭師伐楚，取上蔡。（《水經·汝水注》引《紀年》）
前313,313,周赧王二年（西元前三一三年）,59,考案,秦、齊、楚、燕、韓、魏、周、蔡,張儀、秦惠王、魏惠王,伐、攻、即位、取,案：《水經注》引此條未記年，今本《紀年》系于周顯王二十三年，即魏惠王二十四年，朱右曾《汲塚紀年存真》從之，不足信。魏章乃隨張儀由魏入秦而為將者，秦武王即位初，張儀與魏章同時被逐走。魏章為秦逐走在魏襄王九年，距魏惠王二十四年已有三十六年。馬非百《秦集史·國君紀事》十五系此條于秦惠王更元十三年魏章與韓師大勝楚於丹陽之後。此說可從，蓋魏章乘勝，率秦師及韓師進而攻取上蔡。[魏哀王]（當作魏襄王）七年攻齊，與秦伐燕。（《魏世家》）魏哀王（當作魏襄王）七年，擊齊，虜聲子於濮，與秦擊燕。六國表》）
前313,313,周赧王二年（西元前三一三年）,60,史料,齊、宋,,伐、攻,濮上之事，贅子死，章子走。盼子謂齊王曰：“不如易餘糧于宋，宋王必說。梁氏不敢過宋伐齊，齊固弱，是以餘糧收宋也。齊國複強，雖複責之宋，可；不償，因以為辭而攻之，亦可。”(《齊策六》第七章)
前313,313,周赧王二年（西元前三一三年）,61,考案,,,,案：顧觀光據《六國表》，以為“贅子”即“聲子”之誤。
前313,313,周赧王二年（西元前三一三年）,62,史料,韓、魏,,伐,[魏]襄王七年韓明率師伐襄丘。（《水經·濟水注》引《紀年》）
前313,313,周赧王二年（西元前三一三年）,63,考案,秦、齊、楚、韓、魏,,攻、連橫、會,案：“明”當為“朋”之誤。韓朋即公仲朋，時為韓相。襄丘時為楚地，《水經·濟水注》又引《紀年》雲：“襄王十年楚庶章率師來會我，次於襄丘。”襄丘在濮水之南，當煮棗之西北，與韓、魏交叉接壤。韓攻楚之襄丘，疑亦在秦、魏聯合大敗齊師於濮上之時，蓋韓正與秦、魏連橫而謀擊敗齊、楚。
前313,313,周赧王二年（西元前三一三年）,64,考案,秦、齊、楚、韓、魏、宋、鄭,張儀,攻、圍、連橫、取、殺,又案：是年秦相張儀迫使韓、魏與秦連橫而鬥齊、楚，形成秦、韓、魏三國與齊、楚混戰之局勢。年初，楚既圍韓之雍氏，又攻秦佔有之商於之地，齊亦以齊、宋聯軍合圍魏之煮棗。秦於是發大軍分三路出擊。一路由藍田出武關至商於應戰，一路由南鄭攻取楚之漢中地，一路出函谷關殽塞入三川，與韓、魏聯合反擊楚、齊兩國之軍。秦庶長樗裡疾率大軍入三川，先與韓反攻楚將景翠於雍氏，繼又與韓軍協助庶長魏章大敗楚將屈丐于商於之丹陽，斬首八萬，擒殺屈丐，後又助魏反攻，合圍煮棗之齊師。大敗齊師於濮上，虜齊將聲子，又敗走齊將匡章。楚乘秦大軍東進之機，深入襲擊至秦之藍田，因韓、魏聯軍南下攻至鄧而退兵。鄧在今湖北襄樊市北。此為秦與楚、齊兩大國初次大規模交戰，結果楚、齊大敗，楚因而失去漢中之地。張儀在秦推行之連橫策略，因而取得成功。
前313,313,周赧王二年（西元前三一三年）,65,史料,趙、魏,趙武靈王,攻,[趙武靈王]十四年趙何攻魏。（《趙世家》）
前313,313,周赧王二年（西元前三一三年）,66,史料,齊,齊宣王,殺,齊宣王八年殺其王后。（《田世家·索隱》引《紀年》）
前313,313,周赧王二年（西元前三一三年）,67,史料,秦、齊、楚、燕、趙、魏、晉、吳,樂毅、燕昭王,伐、卒、即位、取,燕昭王收破燕後即位，卑身厚幣，以招賢者，欲將以報仇。故往見郭隗先生曰：“齊因孤國之亂，而襲破燕。孤極知燕小力少，不足以報。然得賢士與共國，以雪先王之恥，孤之願也！敢問以國報仇者奈何？”郭隗先生對曰：“帝者與師處，王者與友處，霸者與臣處，亡國與役處。詘指而事之，北面而受學，則百己者至；先趨而後息，先問而後嘿，則什己者至；人趨己趨，則若己者至；馮幾據杖，眄視指使，則廝役之人至；若恣睢奮擊，響藉叱咄（吳師道雲：“響當作跔。”），則徒隸之人至矣！此古服道致士之法也。王誠博選國中之賢者而朝其門下，天下聞王朝其賢臣，天下之士，必趨於燕矣。”昭王曰：“寡人將誰朝而可？”郭隗先生曰：“臣聞古之君人有以千金求千里馬者，三年不能得。涓人言於君曰：‘請求之。’君遣之。三月，得千里馬，馬已死，買其首五百金，反以報君。君大怒曰：‘所求者生馬，安事死馬而捐五百金？’涓人對曰：‘死馬且買之五百金，況生馬乎？天下必以王為能市馬，馬今至矣！’於是不能期年，千里之馬至者三。今王誠欲致士，先從隗始。隗且見事，況賢於隗者乎？豈遠千里哉！”於是昭王為隗築宮而師之。樂毅自魏往，鄒衍自齊往，劇辛自趙往，士爭湊燕。燕王吊死問生，與百姓同其甘苦。二十八年，燕國殷富，士卒樂佚輕戰，於是遂以樂毅為上將軍，與秦、楚、三晉合謀以伐齊。齊兵敗，閔王出走于外，燕兵獨追北，入至臨淄，盡取齊寶，燒其宮室宗廟。齊城之不下者，唯獨莒、即墨。（《燕策一》第十二章，《燕世家》略同，《說苑·君道》、《新序·雜事三》有大體相同之章節）
前313,313,周赧王二年（西元前三一三年）,68,考案,秦、齊、楚、燕、韓、趙、魏、周、中山,樂毅、燕昭王,伐、即位、滅,案：《燕策一》、《燕世家》皆謂燕昭王即位後師事郭隗，“樂毅自魏往，鄒衍自齊往，劇辛自趙往，士爭湊燕。”《說苑·君道篇》第二十二章又謂：“居三年，蘇子聞之，從周歸燕；鄒衍聞之，從齊歸燕；樂毅聞之，從趙歸燕；屈景聞之，從楚歸燕。四子畢至，果以弱燕並強齊。”《說苑·尊賢篇》亦雲：“燕昭王得郭隗，而鄒衍、樂毅以齊、趙至，蘇子、屈景以周、楚至。”凡此皆策士臆造之說而為遊說之士張目者。《孟子荀卿列傳》雲：“是以鄒子（即鄒衍）重于齊，適梁，惠王郊迎，執賓主之禮……如燕，昭王擁蓍先驅，請列弟子之座而受業，築碣石宮，身親往師之。”亦不可信。據《趙世家》劇辛為燕將，于趙悼襄王三年為趙將龐煖所擒，時為燕王喜十三年，計去昭王即位已七十年，去昭王伐齊亦已四十二年。梁玉繩《史記志疑》已謂劇辛來燕不能在昭王即位時。錢穆《鄒衍考》更謂：鄒衍至趙見平原君，在信陵君破秦存趙之後，事見《平原君列傳》，其時梁惠王死已七十二年，燕昭王亦已死二十二年。鄒衍與劇辛同僚，見於《韓非子·亡征》，因而斷言：“其自齊赴趙，當齊王建時，在平原君晚節，自趙往燕，則仕燕王喜，絕不與齊宣、燕昭相涉，史公云云，蓋誤于燕、齊方士之說耳。”並謂：“昭王招賢，時僅有一樂毅耳。鄒衍、劇辛皆在後，《史》《策》為盛言士爭趨燕，遂誤攀後來者為說，非情實也。”(《先秦諸子系年》第四三八至四四一頁)其實，樂毅亦非因昭王招賢而來者。《樂毅列傳》稱：樂毅為魏將樂羊之後，魏文侯封樂羊於中山之靈壽，其子孫因家焉。趙滅中山之後，而趙人舉之，及武靈王有沙丘之亂，乃去趙適魏，後為魏昭王使于燕。可知樂毅由趙經魏入燕，已在沙丘之亂以後，已是燕昭王十七年以後事，並非在燕昭王即位之初招賢之時。《資治通鑒》記“昭王以樂毅為亞卿，任以國政”，在周赧王三年，不確。
前311,311,週報王四年（西元前三一一年）,1,史料,秦、齊、楚、燕、韓、趙、魏,齊宣王、燕昭王、趙武靈王、楚懷王,,秦惠文王更元十四年，魏襄王八年，韓襄王元年，趙武靈王十五年，齊宣王九年，楚懷王十八年，燕昭王元年。
前311,311,週報王四年（西元前三一一年）,2,史料,秦、齊、楚、韓、魏、晉、周,張儀,伐、攻,張儀相秦，謂昭雎曰：“楚無鄢郢漢中，有所更得乎？”曰：“無有。”曰：“無昭過、陳軫，有所更得乎？”曰：“無所更得。”張儀曰：“為儀謂楚王逐昭過、陳軫，請複漢中。”（以上兩“昭過”，姚本誤作“昭雎”，今從鮑本。“請複漢中”原誤作“請複鄢郢漢中”，蓋涉上而誤衍“鄢郢”兩字，今刪）昭雎歸報楚王，楚王說之。有人謂昭過曰（“昭過”，姚本亦誤作“昭雎”，今從鮑本）：“甚矣！楚王不察於名者也（“名”上姚本原衍“爭”字，今從鮑本）。韓求相工陳籍而周不聽（“工陳籍”原誤作“工師籍”，從金正煒據《東周策》第十章改正），魏求相綦母恢而周不聽，何以也？周曰：是列縣畜我也。今楚，萬乘之強國也；大王，天下之賢主也；今儀曰：逐君與陳軫，兩王聽之，是楚自待不如周，而儀重于韓、魏之王也。且儀之所行，有功名者秦也，所欲貴富者魏也，欲為攻（“攻”通“功”）于魏，必南伐楚。故攻有道，外絕其交，內逐其謀臣，陳軫夏人也，習于三晉之事，故逐之則楚無謀臣矣。今君能用楚之眾，故亦逐之，則楚眾不用矣，此所謂由攻之者也。而王不知察。今君何不見臣于王，請為王使齊交不絕，齊交不絕，儀聞之，其效漢中必緩矣（“漢中”上原衍“鄢郢”二字，今刪），是昭雎之言不信也。王必薄之。”（《楚策一》第十九章）
前311,311,週報王四年（西元前三一一年）,3,考案,秦、楚、魏,張儀,攻、連橫、取,案：張儀嘗為秦攻取魏之曲沃等地，旋而以曲沃等地歸還于魏，迫使魏與秦連橫，並為魏相而逐走惠施。此時張儀又施故技，欲以新攻取之漢中歸還于楚，逐走楚將昭過與謀臣陳軫，迫使楚與秦連橫，但此謀未得逞。當時秦大臣甘茂即反對以漢中歸還于楚。見《秦策一》。
前311,311,週報王四年（西元前三一一年）,4,史料,秦、楚、吳,張儀,,張儀欲以漢中與楚，請秦王曰：“有漢中蠹，種樹不處者，人必害之，家有不宜之財，則傷本（吳師道雲：“疑當雲：種樹不處則傷本，家有不宜之財，人必害之”）。漢中南邊為楚利，此國累也。”甘茂謂王曰：“地大者固多憂乎？天下有變，王割漢中以和楚，楚必畔天下而與王。王今以漢中與楚，即天下有變，王何以市楚也？”（《秦策一》第九章）
前311,311,週報王四年（西元前三一一年）,5,史料,秦、楚、鄭,張儀、楚懷王,取、殺,[楚懷王]十六年，秦使使約複與楚親，分漢中之半以和楚。楚王曰：“願得張儀，不願得地。”張儀聞之，請之楚。秦王曰：“楚且甘心於子，奈何？”張儀曰：“臣善其左右靳尚，靳尚又能得事，于楚王幸姬鄭袖，袖所言無不從者。且儀以前使負楚以商於之約，今秦楚大戰，有惡，臣非面自謝，楚不解。且大王在，楚不宜敢取儀，誠殺儀以便國，臣之願也。”儀遂使楚。（《楚世家》，《屈原列傳》略同，作“秦割漢中地與楚以和”云云。《張儀列傳》大體相同，惟作“秦要楚欲得黔中地，欲以武關外易之”云云）
前311,311,週報王四年（西元前三一一年）,6,史料,秦、楚、鄭,張儀、楚懷王,攻、遷、殺,楚懷王拘張儀，將欲殺之，靳尚為儀謂楚王曰：“拘張儀，秦王必怒，天下見楚之無秦也，楚必輕矣。”又謂王之幸夫人鄭袖曰：“子亦自知且賤于王乎？”鄭袖曰：“何也？”尚曰：“張儀者秦王之忠信有功臣也。今楚拘之，秦王欲出之。秦王有愛女而美，又簡擇宮中佳麗好玩習音者，以懽從之（“麗”上原衍“玩”字，從鮑彪刪。“懽”同“歡”）。資之金玉寶器，秦以上庸六縣為湯沐邑，欲因張儀內之楚王，楚王必愛（金正煒謂“愛當為受”）。秦女依強秦以為重，挾寶地以為資，勢為王妻以臨子（“子”原誤作“于”，從金正煒校正）。楚王惑于虞樂，必厚尊敬親愛之而忘子，子益賤而日疏矣。”鄭袖曰：“願委之於公，為之奈何？”曰：“子何不急言王出張子，張子得出，德子無已時，秦女必不來，而秦必重子。子內擅楚之貴，外結秦之交，畜張子以為用，子之子孫必為楚太子矣。此非布衣之利也。”鄭袖遽說楚王出張子。（《楚策二》第五章，《楚世家》、《張儀列傳》略同，惟《張儀列傳》增出一節雲：“於是鄭袖日夜言懷王曰：‘人臣各為其主用。今地未入秦，秦使張儀來，至重王，王未有禮，而殺張儀，秦必大怒攻楚，妾請子母俱遷江南，毋為秦所魚肉也。’懷王後悔，赦張儀，厚禮之如故。”
前311,311,週報王四年（西元前三一一年）,7,史料,楚、晉、周、鄭,張儀,立,張儀之楚貧，舍人怒而欲歸。張儀曰：“子必以衣冠之敝故欲歸，子待我為子見楚王。”（諸祖耿《戰國策集注匯考》謂“待”上“子”字當為“乎”之訛）當是之時，南後鄭奭貴于楚，張子見楚王，楚王不說。張子曰：“王無所用臣，臣請北見晉君。”楚王曰：“諾。”張子曰：“王無求于晉國乎？”王曰：“黃金、珠璣、犀象出於楚，寡人無求于晉國。”張子曰：“王徒不絕色耳？”王曰：“何也？”張子曰：“彼鄭周之女，粉白黛黑立於衢間，非知而見之者以為神。”楚王曰：“楚僻陋之國也，未嘗見中國之女如此其美也。寡人之獨何為不好色也？”乃資之以珠玉。南後鄭奭聞之大恐，令人謂張子曰：“妾聞將軍之晉國，偶有金千斤，進之左右，以供芻秣。鄭奭亦以金五百斤。”張子辭楚王曰：“天下關閉不通，未知見日也。願王賜之觴。”王曰：“諾。”乃觴之。張子中飲，再拜而請曰：“非有他人於此也，願王召所便習而觴之。”王曰：“諾。”乃召南後鄭奭而觴之，張子再拜而請曰：“儀有死罪于大王。”王曰：“何也？”曰：“儀行天下遍矣，未嘗見人如此其美也。而儀言得美人，是欺王也。”王曰：“子釋之，吾固以為天下莫若是兩人也。”（《楚策三》第四章）
前311,311,週報王四年（西元前三一一年）,8,史料,秦、楚、魏,張儀,殺,楚王將出張子，恐其欺己也。靳尚謂楚王曰：“臣請隨之，儀事王不善，臣請殺之。”楚小臣，靳尚之仇也，謂張旄曰：“以張儀之知，而有秦、楚之用，君必窮矣。君不如使人微要靳尚而刺之，楚王必大怒儀也，彼儀窮則子重矣。楚、秦相難，則魏無患矣。”張旄果令人要靳尚刺之，楚王大怒秦，構兵而戰。秦、楚爭事魏，張旄果大重。（《楚策二》第六章）
前311,311,週報王四年（西元前三一一年）,9,史料,齊,張儀,殺,是時屈平既疏，不復在位，使于齊，顧反，諫懷王曰：“何不殺張儀？”懷王悔，追張儀不及。（《屈原列傳》）
前311,311,週報王四年（西元前三一一年）,10,史料,秦、齊、楚、鄭,張儀,卒,鄭袖卒言張儀于王而出之。儀出，懷王因善遇儀，儀因說楚王以叛，從約而與秦合親，約婚姻。張儀已去，屈原使從齊來，諫王曰：“何不誅張儀？”懷王悔，使人追儀，弗及。（《楚世家》）
前311,311,週報王四年（西元前三一一年）,11,考案,秦、齊、楚、燕、韓、趙、魏,蘇秦、張儀、秦惠王、齊湣王、燕昭王、趙武靈王、楚懷王,卒、立、即位、取,案：《張儀列傳》謂“張儀既出”之後，“未去，聞蘇秦死，乃說楚王……於是楚王已得張儀而重出黔中地與秦……與秦親。張儀去楚，因遂之韓，說韓王……韓王聽儀計。張儀歸報，秦惠王封儀五邑，號武信君。使張儀東說齊湣王……齊王……乃許張儀。張儀去，西說趙王……趙王許張儀，張儀乃去。北之燕，說燕昭王……燕王聽儀。儀歸報，未至咸陽而秦惠王卒”。《資治通鑒》據此記載於是年。此皆後世策士所偽託，並不可信。《張儀列傳》所記張儀遊說楚、韓、齊、趙、燕等國君王之辭，見於《楚策一》第十八章、《韓策一》第六章、《齊策一》第十七章、《趙策二》第三章與《燕策一》第六章。其遊說辭之內容，皆張儀不及見之事，如說齊王曰：“秦、趙戰於河、漳之上，再戰而再勝秦；戰於番吾之下，再戰而再勝秦，四戰之後，趙亡卒數十萬，邯鄲僅存，雖有勝秦之名，而國破矣。”所談已是戰國末年趙將李牧抗秦之戰役。又如說趙王曰：“今寡君有微甲鈍兵，軍于澠池，願渡河逾漳，據番吾，迎戰邯鄲之下。”而趙王曰：“先王之時奉陽君相，專權擅勢。”所稱先王已是趙武靈王。梁玉繩《史記志疑》已指出：“蓋《史》載儀說列國，皆本於《策》，多不可信。《經史問答》雲：秦所取六國之地，韓、魏最先，次之者楚，其後及趙，然所取必其為秦之界上。今《策》言張儀一出，趙以河間為獻，燕以常山之尾五城為獻，齊以魚鹽之地三百里為獻，非不識地理之言乎？”錢穆《張儀卒乃魏哀王九年非十年辨》亦雲：“又考《儀傳》及《楚世家》張儀以楚懷王十八年重至楚，是年即秦惠王末年。楚囚張儀，既而釋之，儀得返秦，值惠王卒，武王立。武王自為太子時，已不悅張儀，及即位，群臣多讒張儀，遂至魏，以魏哀王九年五月卒，即秦武王之元年也。計其自秦至楚，複返秦而至魏以卒，前後最多不出十七月，其間更無時北說韓、東說齊，又西說趙而北說燕甚明。且儀之去楚，懷王已悔之，使人追儀勿及。時齊尤惡張儀，儀決不敢幸脫楚禍，複說齊、趙；且張儀去秦，乃見逐于武王，又何為之說六國令相率事秦哉？余觀儀生平足跡所到，僅為魏、秦、楚三國，燕、齊非所及。”（《先秦諸子系年》第三八一至三八二頁）
前311,311,週報王四年（西元前三一一年）,12,史料,魏、衛,,圍,魏哀王（當作襄王）八年圍衛。（《六國表》）
前311,311,週報王四年（西元前三一一年）,13,史料,魏、衛,,伐,[魏襄王]八年翟章伐衛。（《魏世家·索隱》引《紀年》）
前311,311,週報王四年（西元前三一一年）,14,史料,秦、趙、魏、周、衛,,伐、攻、拔,[魏哀王](當作襄王)八年伐衛，拔列城二。衛君患之，如耳見衛君曰：“請罷魏兵，免成陵君，可乎？”衛君曰：“先生果能，孤請世世以衛事先生。”如耳見成陵君曰：“昔者魏伐趙，斷羊腸，拔閼與，約斬趙，趙分而為二，所以不亡者，魏為從主也。今衛已迫亡，將西請事于秦。與其以秦醉衛（“醉”讀作“釋”），不如以魏醉衛。衛之德魏必終無窮。成陵君曰：“諾。”如耳見魏王曰：“臣有謁于衛，衛故周室之別也，其稱小國，多寶器。今國迫於難，而寶器不出者，其心以為攻衛醉衛，不以王為主，故寶器雖出，必不入于王也。臣竊料之，先言醉衛者，必受衛者也。”如耳出，成陵君入，以其言見魏王。魏王聽其說，罷其兵，免成陵君，終身不見。（《魏世家》）
前311,311,週報王四年（西元前三一一年）,15,考案,秦、齊、韓、趙、魏、衛,,伐、攻、圍、拔,案：是年秦將樗裡疾既助魏解煮棗之圍，大敗齊師於濮上，又助魏伐衛。魏將翟章拔衛列城二，樗裡疾則圍衛之蒲。如耳見魏成陵君曰：“今衛已迫亡，將西請事于秦。與其以秦醉衛，不如以魏醉衛。”蓋是時秦、魏正合軍攻衛。《趙策四》第十章謂：翟章從梁來，趙王延之為相，辭不受。田駟謂柱國韓向曰：“臣請為卿刺之，客若死，則王必怒而誅建信君。”建信君為趙孝成王之封君，距此有五十年左右，則此從梁入趙之翟章，當為一另外同名之人。
前311,311,週報王四年（西元前三一一年）,16,史料,秦,秦惠王,圍,秦褚裡疾圍蒲不克而秦惠王薨。（《樗裡子列傳·索隱》引《紀年》）
前311,311,週報王四年（西元前三一一年）,17,史料,秦、魏、吳、衛,,伐、攻、取、拔,秦攻衛之蒲(《樗裡子列傳》作“昭王元年樗裡子將伐蒲，蒲守急，請胡衍”)，胡衍謂樗裡疾曰：“公之伐蒲，以為秦乎？以為魏乎？為魏則善，為秦則不賴矣。衛所以為衛者，以有蒲也。今蒲入于秦(“秦”原誤作“魏”，吳師道雲：“一本作秦。”《樗裡子列傳》作“今伐蒲入于魏，衛必折而從之”，《索隱》曰：“《戰國策》雲：今蒲入于秦，衛必折而入于魏，與此文相反也。”則《策》文原本作“秦”，後人據《史記》而誤改作“魏”。今從王念孫據以改正)，衛必折于魏。魏亡西河之外，而弗能取者，弱也。今並衛于魏，魏必強，魏強之日，西河之外必危，且秦王亦將觀公之事，害秦以善魏(《樗裡子列傳》“善”作“利”)，秦王必怨公。”(《樗裡子列傳》作“王必罪公”)樗裡疾曰：“奈何？”胡衍曰：“公釋蒲勿攻，臣請為公入戒蒲守(《樗裡子列傳》作“臣試為公入言之”)，以德衛君。”樗裡疾曰：“善。”胡衍因入蒲，謂其守曰：“樗裡子知蒲之病也，其言曰：吾必取蒲(《樗裡子列傳》作“必拔蒲”)，今臣能使釋蒲勿攻。”(《樗裡子列傳》“今臣”作“衍”)蒲守再拜因效金三百鎰焉(《樗裡子列傳》作“蒲守恐，因再拜曰：‘願以請’，因效金三百斤”)。曰：“秦兵誠去，請厚子于衛君。”(《樗裡子列傳》作“秦兵苟退，請必言子于衛君，使子為南面”)胡衍取金于蒲，以自重于衛(《樗裡子列傳》“取”作“受”，“重”作“貴”，下雲：“於是解蒲而去”)，樗裡子亦得三百金而歸，又以德衛君也。(《衛策》第十一章，《樗裡子列傳》大體相同)
前311,311,週報王四年（西元前三一一年）,18,考案,秦、魏、越、衛,秦惠王、秦昭王,伐、攻,案：《樗裡子列傳》系此事于秦昭王元年，不確。當從《紀年》定在秦惠王末年。據《魏世家》所載如耳見成陵君所說，《衛策》所載胡衍見樗裡疾所說，是年秦、魏正合攻衛。若在秦武王四年或昭王元年，秦伐魏皮氏，秦、魏正不合，秦何得越魏而攻衛乎？《樗裡子列傳》稱昭王元年樗裡子“解蒲而去，還擊皮氏，皮氏未降，又去”，與史實不符。
前311,311,週報王四年（西元前三一一年）,19,史料,秦、齊、楚、韓、趙、魏、越,,伐、卒、立、取、殺,[秦惠文王更元]十四年伐楚，取召陵。丹犁臣。蜀相壯殺蜀侯來降。惠王卒，子武王立。韓、魏、齊、楚、越皆賓從。（《秦本紀》。越，《集解》徐廣曰：“一作趙”）
前311,311,週報王四年（西元前三一一年）,20,史料,秦,,,[秦]惠文王享國二十七年，葬公陵，生悼武王。（《秦始皇本紀》引《秦記》）
前311,311,週報王四年（西元前三一一年）,21,史料,秦,,,武王名蕩。（《秦本紀·索隱》）
前311,311,週報王四年（西元前三一一年）,22,史料,秦,,立,悼武王十九年而立。（《秦始皇本紀》引《秦記》）
前311,311,週報王四年（西元前三一一年）,23,史料,秦,,立,武烈王十九年而立，立三年。（《秦始皇本紀·索隱》引《世本》）
前311,311,週報王四年（西元前三一一年）,24,考案,秦、周,,,案：《正義》引《括地志》雲：“秦惠文王陵在雍州咸陽縣西北一十四裡。”在今陝西咸陽市以北周陵中學北邊，參看周赧王八年案語中論及公陵、永陵之所在。
前311,311,週報王四年（西元前三一一年）,25,史料,秦,張儀、秦惠王,滅、取,秦惠王二十七年遣張儀與司馬錯等滅蜀（“滅”當作“定”）……遂置蜀郡焉，王莽改之曰導江。儀築成都，以象咸陽。……初，張儀築城取土處，去城十裡，因以養魚，今萬頃池是也。（《水經·江水注》）
前311,311,週報王四年（西元前三一一年）,26,考案,秦、周、代,張儀、秦惠王,伐、滅,案：《秦本紀》謂武王元年誅蜀相莊，而《華陽國志》記“陳莊反”與“誅陳莊”在同年，惟記在周赧王六年，蓋誤上二年。是年秦惠王遣張儀與司馬錯伐蜀誅陳莊，當在是年惠王去世以前之事。《水經注》“滅蜀”當是“定蜀”之誤。儀城成都，當在同時。《華陽國志》卷一《巴志》謂“儀城江州”，未著年代，亦當在是時。
前311,311,週報王四年（西元前三一一年）,27,史料,秦、周,張儀,伐、殺,[周赧王]六年(當作四年)陳莊反，殺蜀侯通國。秦遣庶長甘茂、張儀、司馬錯複伐蜀，誅陳莊。（《華陽國志》卷三《蜀志》）
前311,311,週報王四年（西元前三一一年）,28,史料,秦,張儀、秦惠王,滅,秦惠王討滅蜀王，封公子通為蜀侯。惠王二十七年使張若與張儀築成都城。（《文選·蜀都賦》李善注引揚雄《蜀王本紀》）
前311,311,週報王四年（西元前三一一年）,29,史料,秦,張儀、秦惠王,,秦惠王遣張儀、司馬錯定蜀，因築成都而縣之。都在赤裡街，張若徙少城內，始造府縣寺舍，今與長安同制。（《太平寰宇記》卷七十二引《蜀王本紀》）
前311,311,週報王四年（西元前三一一年）,30,史料,秦、周,,取,[周]赧王五年(當作“四年”)，[秦]惠王二十七年，儀與若城成都，周回十二裡，高七丈。鄲城周回七裡，高六丈。臨邛城周回六裡，高五丈。造作下倉，上皆有屋，而置觀樓、射蘭(讀作“闌”)。成都縣本治赤裡街。若徙置少城。內城營廣府舍，置鹽、鐵、市官並長、丞。修整裡闠，市張列肆，與咸陽同制。其築城取土，去城十裡，因以養魚，今萬歲池是也(廖寅雲：“歲當作頃”)。惠王二十七年也。(《華陽國志》卷三《蜀志》)
前311,311,週報王四年（西元前三一一年）,31,史料,秦、周,張儀,滅,府城本呼為錦城。秦滅蜀，張儀所築也。每面各三裡，周回十二裡，高七丈。屢皆傾倒。忽有大龜，周行其所，躡而築之，功果就焉，故亦號為龜城。（《太平御覽》一百九十二引《成都記》）
前311,311,週報王四年（西元前三一一年）,32,史料,秦,張儀、秦惠王,取,成都郡，秦惠王二十七年張儀築，以象咸陽，沃野千里，號曰陸海。今萬歲池，即築城取土之處也。（《太平御覽》一百九十三引《郡國志》）
